action
"[-0.05836678296327591, -0.03955607861280441, -0.04631275311112404]"
"[-0.008020627312362194, -0.0052587008103728294, -0.00619218684732914]"
"[-0.00863437820225954, -0.005800820887088776, -0.006803033407777548]"
"[-0.008779515512287617, -0.005892605520784855, -0.0069117471575737]"
"[-0.00892789475619793, -0.005988555494695902, -0.007025189232081175]"
"[-0.009076077491044998, -0.0060840328224003315, -0.007138114422559738]"
"[-0.009223777800798416, -0.006179045420140028, -0.007250519003719091]"
"[-0.009370957501232624, -0.006273579318076372, -0.007362395990639925]"
"[-0.009517605416476727, -0.006367634981870651, -0.007473725825548172]"
"[-0.009663721546530724, -0.006461207754909992, -0.007584529463201761]"
"[-0.009809295646846294, -0.006554299034178257, -0.007694779895246029]"
"[-0.009954316541552544, -0.0066468981094658375, -0.007804491091519594]"
"[-0.010098792612552643, -0.006739006843417883, -0.007913646288216114]"
"[-0.01024271734058857, -0.006830624770373106, -0.008022250607609749]"
"[-0.010386076755821705, -0.006921741645783186, -0.008130296133458614]"
"[-0.0105288689956069, -0.007012362126260996, -0.008237783797085285]"
"[-0.010671103373169899, -0.007102474570274353, -0.008344701491296291]"
"[-0.010812751948833466, -0.007192086894065142, -0.008451057597994804]"
"[-0.010953829623758793, -0.007281186990439892, -0.008556830696761608]"
"[-0.011094325222074986, -0.0073697748593986034, -0.008662042208015919]"
"[-0.011234227567911148, -0.007457852363586426, -0.00876666884869337]"
"[-0.011373545043170452, -0.007545409724116325, -0.008870710618793964]"
"[-0.011512255296111107, -0.00763244554400444, -0.008974170312285423]"
"[-0.011650376953184605, -0.00771896168589592, -0.009077046066522598]"
"[-0.011787883006036282, -0.007804948836565018, -0.009179322049021721]"
"[-0.011924786493182182, -0.007890411652624607, -0.009281005710363388]"
"[-0.012061070650815964, -0.007975340820848942, -0.009382092393934727]"
"[-0.0121967364102602, -0.008059737272560596, -0.00948257651180029]"
"[-0.012331778183579445, -0.008143600076436996, -0.009582453407347202]"
"[-0.012466189451515675, -0.008226919919252396, -0.009681724943220615]"
"[-0.012599971145391464, -0.008309698663651943, -0.009780388325452805]"
"[-0.012733119539916515, -0.008391938172280788, -0.00987842958420515]"
"[-0.01286561880260706, -0.008473626337945461, -0.00997585617005825]"
"[-0.012997470796108246, -0.008554770611226559, -0.010072669945657253]"
"[-0.013128679245710373, -0.00863535888493061, -0.010168853215873241]"
"[-0.01325923204421997, -0.008715398609638214, -0.010264412499964237]"
"[-0.013389123603701591, -0.008794877678155899, -0.010359340347349644]"
"[-0.013518353924155235, -0.008873802609741688, -0.010453637689352036]"
"[-0.013646913692355156, -0.008952165022492409, -0.010547297075390816]"
"[-0.013774801045656204, -0.009029962122440338, -0.010640325956046581]"
"[-0.013902013190090656, -0.009107199497520924, -0.010732712224125862]"
"[-0.014028547331690788, -0.00918386597186327, -0.010824446566402912]"
"[-0.014154388569295406, -0.0092599643394351, -0.0109155448153615]"
"[-0.01427954901009798, -0.009335489943623543, -0.011005988344550133]"
"[-0.014404012821614742, -0.009410441853106022, -0.01109578087925911]"
"[-0.014527780935168266, -0.009484817273914814, -0.011184921488165855]"
"[-0.014650845900177956, -0.009558619000017643, -0.011273401789367199]"
"[-0.014773201197385788, -0.009631836786866188, -0.011361228302121162]"
"[-0.014894853346049786, -0.009704472497105598, -0.011448386125266552]"
"[-0.01501578837633133, -0.009776527062058449, -0.011534880846738815]"
"[-0.015136000700294971, -0.009847993031144142, -0.011620713397860527]"
"[-0.015255499631166458, -0.009918873198330402, -0.011705875396728516]"
"[-0.015374261885881424, -0.009989159181714058, -0.011790360324084759]"
"[-0.015492303296923637, -0.01005886122584343, -0.01187417283654213]"
"[-0.015609604306519032, -0.010127964429557323, -0.011957314796745777]"
"[-0.01572616957128048, -0.010196473449468613, -0.012039770372211933]"
"[-0.01584199257194996, -0.010264386422932148, -0.012121548876166344]"
"[-0.015957072377204895, -0.010331699624657631, -0.012202641926705837]"
"[-0.016071397811174393, -0.01039841491729021, -0.01228304859250784]"
"[-0.016184965148568153, -0.010464525781571865, -0.012362770736217499]"
"[-0.01629778742790222, -0.010530035011470318, -0.012441801838576794]"
