action
"[-0.006782557815313339, 0.03785942122340202, 0.017863577231764793]"
"[-0.0009289381559938192, 0.005032242741435766, 0.00238104909658432]"
"[-0.0010109773138538003, 0.0055563608184456825, 0.0026378303300589323]"
"[-0.0010264045558869839, 0.005659901071339846, 0.002678562654182315]"
"[-0.001043393393047154, 0.005753226112574339, 0.0027212738059461117]"
"[-0.0010615098290145397, 0.0058478182181715965, 0.0027662368956953287]"
"[-0.0010794734116643667, 0.005941892974078655, 0.0028110945131629705]"
"[-0.0010974288452416658, 0.006035554688423872, 0.002855776809155941]"
"[-0.0011153187369927764, 0.006128854118287563, 0.002900312654674053]"
"[-0.0011331598507240415, 0.00622177217155695, 0.002944692736491561]"
"[-0.0011509559117257595, 0.006314317230135202, 0.002988916588947177]"
"[-0.0011687225196510553, 0.00640647578984499, 0.0030329590663313866]"
"[-0.0011853574542328715, 0.006493972148746252, 0.0030742117669433355]"
"[-0.0012029841309413314, 0.006584439892321825, 0.00311744655482471]"
"[-0.0012204882223159075, 0.0066746557131409645, 0.0031605262774974108]"
"[-0.001237905235029757, 0.006764498073607683, 0.0032034548930823803]"
"[-0.0012553054839372635, 0.006853915750980377, 0.0032461730297654867]"
"[-0.0012726460117846727, 0.0069429222494363785, 0.003288712352514267]"
"[-0.0012899350840598345, 0.007031512912362814, 0.003331067506223917]"
"[-0.0013071820139884949, 0.0071196784265339375, 0.0033732326701283455]"
"[-0.0013243677094578743, 0.0072074211202561855, 0.003415205981582403]"
"[-0.001341489958576858, 0.007294731680303812, 0.0034570072311908007]"
"[-0.0013585970737040043, 0.00738160964101553, 0.0034985910169780254]"
"[-0.0013756395783275366, 0.007468059193342924, 0.00353998807258904]"
"[-0.0013926286483183503, 0.007554081734269857, 0.003581198863685131]"
"[-0.001409561256878078, 0.007639656774699688, 0.0036222131457179785]"
"[-0.0014264410128816962, 0.007724796887487173, 0.00366302952170372]"
"[-0.0014432468451559544, 0.007809510454535484, 0.0037036717403680086]"
"[-0.0014600391732528806, 0.007893763482570648, 0.003744080662727356]"
"[-0.0014767544344067574, 0.007977571338415146, 0.0037843063473701477]"
"[-0.001493416028097272, 0.008060932159423828, 0.003824335290119052]"
