observation
"[0.03843966871500015, -2.194472251484947e-12, 0.19740013778209686, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846948593854904, -0.0012537117581814528, 0.1978956013917923, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846880793571472, -0.0013828971423208714, 0.1979506015777588, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.038469064980745316, -0.0015220468631014228, 0.19800004363059998, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846881538629532, -0.0016683026915416121, 0.19805005192756653, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846842423081398, -0.0018179997568950057, 0.19810083508491516, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.038467977195978165, -0.001970357960090041, 0.19815246760845184, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.038467492908239365, -0.0021251896396279335, 0.19820493459701538, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846697509288788, -0.0022824436891824007, 0.19825823605060577, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846642002463341, -0.0024421007838100195, 0.1983124017715454, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846583887934685, -0.0026041530072689056, 0.1983674019575119, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.0384652242064476, -0.0027685780078172684, 0.19842325150966644, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846455365419388, -0.0029353825375437737, 0.19847992062568665, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.038463693112134933, -0.0031181436497718096, 0.19854387640953064, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846334293484688, -0.003290952416136861, 0.19860249757766724, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846248239278793, -0.003479019505903125, 0.19866834580898285, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846190869808197, -0.0036704023368656635, 0.1987352818250656, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.038461361080408096, -0.0038644669111818075, 0.19880317151546478, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.038460783660411835, -0.004061067011207342, 0.19887197017669678, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
"[0.03846016526222229, -0.004260155372321606, 0.1989416629076004, 0.043841294944286346, -0.08492676913738251, 0.23138774931430817]"
