action
"[0.00394095, 0.00526953, -0.014254, -0.000884781, 0.999986, 0.0042246, 0.00198118]"
"[0.0042594, 0.00528499, -0.0151148, -0.000939465, 0.999985, 0.00421233, 0.00244111]"
"[0.00441142, 0.00524996, -0.0157542, -0.000981325, 0.999985, 0.00414668, 0.00258941]"
"[0.00455587, 0.00506732, -0.0162842, -0.000992269, 0.999985, 0.00395889, 0.0027549]"
"[0.00463124, 0.00487316, -0.0168694, -0.000996019, 0.999986, 0.00376558, 0.00275186]"
"[0.00476069, 0.004751, -0.0179527, -0.00103223, 0.999987, 0.00363111, 0.00272851]"
"[0.00491181, 0.0046843, -0.0195651, -0.00109743, 0.999987, 0.00353849, 0.00260168]"
"[0.00513282, 0.00461183, -0.0210287, -0.00115844, 0.999987, 0.00344176, 0.00269455]"
"[0.00521874, 0.00451318, -0.021947, -0.00119427, 0.999988, 0.00332409, 0.00265124]"
"[0.00528909, 0.00440206, -0.0226984, -0.00122906, 0.999988, 0.00318109, 0.00260843]"
"[0.00536329, 0.00426029, -0.024133, -0.00130491, 0.999989, 0.0029756, 0.00241775]"
"[0.00547852, 0.00413183, -0.026063, -0.00138227, 0.99999, 0.00280808, 0.00222419]"
"[0.00561853, 0.00401343, -0.0277334, -0.00144449, 0.999991, 0.00266197, 0.0021589]"
"[0.00577431, 0.00383339, -0.0294418, -0.00149801, 0.999991, 0.00246179, 0.00212564]"
"[0.00606164, 0.00355193, -0.0309931, -0.00153944, 0.999991, 0.0021638, 0.00244137]"
"[0.0062781, 0.00339497, -0.0319257, -0.00156743, 0.999991, 0.00199541, 0.00274259]"
"[0.00645688, 0.00330191, -0.0327266, -0.00159541, 0.99999, 0.00188687, 0.00299039]"
"[0.00652932, 0.00319213, -0.0335228, -0.00161538, 0.99999, 0.00177262, 0.0029981]"
"[0.00666184, 0.00300219, -0.0350081, -0.00165239, 0.99999, 0.00156831, 0.00301516]"
"[0.00697802, 0.00275904, -0.0369742, -0.00170651, 0.99999, 0.00130119, 0.00338813]"
"[0.0072005, 0.00271217, -0.0387628, -0.00178083, 0.999989, 0.00121563, 0.0035909]"
"[0.00743757, 0.00267957, -0.040896, -0.0018749, 0.999988, 0.00112839, 0.0037871]"
"[0.00766699, 0.00262132, -0.0431024, -0.00197555, 0.999987, 0.00099948, 0.00400359]"
"[0.00778633, 0.00258195, -0.0433539, -0.00210911, 0.999986, 0.000750995, 0.00425187]"
"[0.00775335, 0.00254255, -0.0433993, -0.0022216, 0.999986, 0.000523193, 0.00429081]"
"[0.00767218, 0.00239627, -0.0435104, -0.00227234, 0.999986, 0.000275861, 0.0043014]"
